icg_id,modeldb_id,suffix,ion_class,icg_ref_id,authors,title,year,pubmedid,citation_count
2976,149739,hpg,IH,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2977,149739,kamt,K,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2978,149739,Ikca,KCa,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2979,149739,kdrmt,K,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2981,149739,kM,K,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2982,149739,IKs,K,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2984,149739,ICa,Ca,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2985,149739,nafast,Na,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2987,149739,nax,Na,350,"Li G, Cleland TA",A two-layer biophysical model of cholinergic neuromodulation in olfactory bulb.,2013,23407960,29
2992,147514,km,K,351,"van der Velden L, van Hooft JA, Chameau P",Altered dendritic complexity affects firing properties of cortical layer 2/3 pyramidal neurons in mice lacking the 5-HT3A receptor.,2012,22696545,14
2993,147514,kv,K,351,"van der Velden L, van Hooft JA, Chameau P",Altered dendritic complexity affects firing properties of cortical layer 2/3 pyramidal neurons in mice lacking the 5-HT3A receptor.,2012,22696545,14
2995,147514,na,Na,351,"van der Velden L, van Hooft JA, Chameau P",Altered dendritic complexity affects firing properties of cortical layer 2/3 pyramidal neurons in mice lacking the 5-HT3A receptor.,2012,22696545,14
2996,147514,ca,Ca,351,"van der Velden L, van Hooft JA, Chameau P",Altered dendritic complexity affects firing properties of cortical layer 2/3 pyramidal neurons in mice lacking the 5-HT3A receptor.,2012,22696545,14
2999,147757,cal,Ca,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3000,147757,calH,Ca,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3001,147757,car,Ca,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3002,147757,cat,Ca,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3003,147757,h,IH,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3004,147757,kad,K,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3005,147757,kap,K,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3006,147757,mykca,KCa,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3007,147757,kdr,K,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3008,147757,km,K,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3012,147757,nap,Na,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3013,147757,nax,Na,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3014,147757,somacar,Ca,352,"Romani A, Marchetti C, Bianchi D, Leinekugel X, Poirazi P, Migliore M, Marie H",Computational modeling of the effects of amyloid-beta on release probability at hippocampal synapses.,2013,23355821,12
3015,147538,hd,IH,353,"Narayanan R, Johnston D",The h current is a candidate mechanism for regulating the sliding modification threshold in a BCM-like synaptic learning rule.,2010,20554832,29
3016,147538,kad,K,353,"Narayanan R, Johnston D",The h current is a candidate mechanism for regulating the sliding modification threshold in a BCM-like synaptic learning rule.,2010,20554832,29
3017,147538,kdr,K,353,"Narayanan R, Johnston D",The h current is a candidate mechanism for regulating the sliding modification threshold in a BCM-like synaptic learning rule.,2010,20554832,29
3021,148094,cagk,KCa,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3022,148094,cal,Ca,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3023,148094,cat,Ca,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3024,148094,hd,IH,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3025,148094,kad,K,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3027,148094,kap,K,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3028,148094,kdr,K,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3029,148094,kvR213Q,K,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3030,148094,kvR213W,K,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3032,148094,nax,Na,354,"Miceli F, Soldovieri MV, Ambrosino P, Barrese V, Migliore M, Cilio MR, Taglialatela M",Genotype-phenotype correlations in neonatal epilepsies caused by mutations in the voltage sensor of K(v)7.2 potassium channel subunits.,2013,23440208,51
3044,151458,kas,K,355,"Nakano T, Yoshimoto J, Doya K",A model-based prediction of the calcium responses in the striatal synaptic spines depending on the timing of cortical and dopaminergic inputs and post-synaptic spikes.,2013,24062681,5
3049,151458,skkca,KCa,355,"Nakano T, Yoshimoto J, Doya K",A model-based prediction of the calcium responses in the striatal synaptic spines depending on the timing of cortical and dopaminergic inputs and post-synaptic spikes.,2013,24062681,5
3050,150551,cat,Ca,356,"Ashhad S, Narayanan R",Quantitative interactions between the A-type K+ current and inositol trisphosphate receptors regulate intraneuronal Ca2+ waves and synaptic plasticity.,2013,23283761,10
3051,150551,kad,K,356,"Ashhad S, Narayanan R",Quantitative interactions between the A-type K+ current and inositol trisphosphate receptors regulate intraneuronal Ca2+ waves and synaptic plasticity.,2013,23283761,10
3052,150551,kap,K,356,"Ashhad S, Narayanan R",Quantitative interactions between the A-type K+ current and inositol trisphosphate receptors regulate intraneuronal Ca2+ waves and synaptic plasticity.,2013,23283761,10
3053,150551,kdr,K,356,"Ashhad S, Narayanan R",Quantitative interactions between the A-type K+ current and inositol trisphosphate receptors regulate intraneuronal Ca2+ waves and synaptic plasticity.,2013,23283761,10
3055,150551,nax,Na,356,"Ashhad S, Narayanan R",Quantitative interactions between the A-type K+ current and inositol trisphosphate receptors regulate intraneuronal Ca2+ waves and synaptic plasticity.,2013,23283761,10
3057,150551,call,Ca,356,"Ashhad S, Narayanan R",Quantitative interactions between the A-type K+ current and inositol trisphosphate receptors regulate intraneuronal Ca2+ waves and synaptic plasticity.,2013,23283761,10
3058,147578,hd,IH,357,"Narayanan R, Johnston D",Long-term potentiation in rat hippocampal neurons is accompanied by spatially widespread changes in intrinsic oscillatory dynamics and excitability.,2007,18093527,131
3059,143604,ca,Ca,358,"Chiu CQ, Lur G, Morse TM, Carnevale NT, Ellis-Davies GC, Higley MJ",Compartmentalization of GABAergic inhibition by dendritic spines.,2013,23661763,99
3064,143604,iM,K,358,"Chiu CQ, Lur G, Morse TM, Carnevale NT, Ellis-Davies GC, Higley MJ",Compartmentalization of GABAergic inhibition by dendritic spines.,2013,23661763,99
3066,143604,km,K,358,"Chiu CQ, Lur G, Morse TM, Carnevale NT, Ellis-Davies GC, Higley MJ",Compartmentalization of GABAergic inhibition by dendritic spines.,2013,23661763,99
3067,143604,kv,K,358,"Chiu CQ, Lur G, Morse TM, Carnevale NT, Ellis-Davies GC, Higley MJ",Compartmentalization of GABAergic inhibition by dendritic spines.,2013,23661763,99
3068,143604,na,Na,358,"Chiu CQ, Lur G, Morse TM, Carnevale NT, Ellis-Davies GC, Higley MJ",Compartmentalization of GABAergic inhibition by dendritic spines.,2013,23661763,99
3072,151460,Ih,IH,359,"Miocinovic S, Parent M, Butson CR, Hahn PJ, Russo GS, Vitek JL, McIntyre CC",Computational analysis of subthalamic nucleus and lenticular fasciculus activation during therapeutic deep brain stimulation.,2006,16738214,218
3073,151460,KDR,K,359,"Miocinovic S, Parent M, Butson CR, Hahn PJ, Russo GS, Vitek JL, McIntyre CC",Computational analysis of subthalamic nucleus and lenticular fasciculus activation during therapeutic deep brain stimulation.,2006,16738214,218
3074,151460,Kv31,K,359,"Miocinovic S, Parent M, Butson CR, Hahn PJ, Russo GS, Vitek JL, McIntyre CC",Computational analysis of subthalamic nucleus and lenticular fasciculus activation during therapeutic deep brain stimulation.,2006,16738214,218
3075,151460,Na,Na,359,"Miocinovic S, Parent M, Butson CR, Hahn PJ, Russo GS, Vitek JL, McIntyre CC",Computational analysis of subthalamic nucleus and lenticular fasciculus activation during therapeutic deep brain stimulation.,2006,16738214,218
3077,151460,parak75,K,359,"Miocinovic S, Parent M, Butson CR, Hahn PJ, Russo GS, Vitek JL, McIntyre CC",Computational analysis of subthalamic nucleus and lenticular fasciculus activation during therapeutic deep brain stimulation.,2006,16738214,218
3093,151949,HH2,K,360,"Sousa M, Szucs P, Lima D, Aguiar P",The pronociceptive dorsal reticular nucleus contains mostly tonic neurons and shows a high prevalence of spontaneous activity in block preparation.,2014,24431401,2
3099,151126,borgka,K,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3102,151126,cal,Ca,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3103,151126,calH,Ca,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3104,151126,car,Ca,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3105,151126,cat,Ca,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3108,151126,h,IH,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3111,151126,Ih,IH,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3112,151126,kad,K,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3113,151126,kap,K,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3115,151126,mykca,KCa,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3117,151126,kdr,K,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3118,151126,kdrax,K,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3119,151126,km,K,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3121,151126,lca,Ca,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3127,151126,nap,Na,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3129,151126,nax,Na,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3131,151126,somacar,Ca,362,"Bianchi D, De Michele P, Marchetti C, Tirozzi B, Cuomo S, Marie H, Migliore M",Effects of increasing CREB-dependent transcription on the storage and recall processes in a hippocampal CA1 microcircuit.,2014,24123649,16
3134,146509,kad,K,364,"Ferrante M, Migliore M, Ascoli GA",Functional impact of dendritic branch-point morphology.,2013,23365251,25
3135,146509,kap,K,364,"Ferrante M, Migliore M, Ascoli GA",Functional impact of dendritic branch-point morphology.,2013,23365251,25
3136,146509,kdr,K,364,"Ferrante M, Migliore M, Ascoli GA",Functional impact of dendritic branch-point morphology.,2013,23365251,25
3138,146509,hd,IH,364,"Ferrante M, Migliore M, Ascoli GA",Functional impact of dendritic branch-point morphology.,2013,23365251,25
3151,147867,cagk,KCa,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3152,147867,cal,Ca,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3153,147867,can,Ca,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3154,147867,cat,Ca,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3155,147867,hd,IH,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3156,147867,kad,K,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3158,147867,kap,K,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3161,147867,borgkm,K,366,"Narayanan R, Chattarji S",Computational analysis of the impact of chronic stress on intrinsic and synaptic excitability in the hippocampus.,2010,20457854,9
3162,144502,iokdr,K,367,"Torben-Nielsen B, Segev I, Yarom Y",The generation of phase differences and frequency changes in a network model of inferior olive subthreshold oscillations.,2012,22792054,19
3164,144502,iona,Na,367,"Torben-Nielsen B, Segev I, Yarom Y",The generation of phase differences and frequency changes in a network model of inferior olive subthreshold oscillations.,2012,22792054,19
3165,144502,stoca,Ca,367,"Torben-Nielsen B, Segev I, Yarom Y",The generation of phase differences and frequency changes in a network model of inferior olive subthreshold oscillations.,2012,22792054,19
3170,151825,iH,IH,368,"Almog M, Korngreen A",A quantitative description of dendritic conductances and its application to dendritic excitation in layer 5 pyramidal neurons.,2014,24381280,18
3171,151825,iA,K,368,"Almog M, Korngreen A",A quantitative description of dendritic conductances and its application to dendritic excitation in layer 5 pyramidal neurons.,2014,24381280,18
3172,151825,kslow,K,368,"Almog M, Korngreen A",A quantitative description of dendritic conductances and its application to dendritic excitation in layer 5 pyramidal neurons.,2014,24381280,18
3173,151825,na,Na,368,"Almog M, Korngreen A",A quantitative description of dendritic conductances and its application to dendritic excitation in layer 5 pyramidal neurons.,2014,24381280,18
3178,150024,fKdr,K,369,"Ovsepian SV, Steuber V, Le Berre M, O'Hara L, O'Leary VB, Dolly JO",A defined heteromeric KV1 channel stabilizes the intrinsic pacemaking and regulates the output of deep cerebellar nuclear neurons to thalamic targets.,2013,23318870,6
3179,150024,h,IH,369,"Ovsepian SV, Steuber V, Le Berre M, O'Hara L, O'Leary VB, Dolly JO",A defined heteromeric KV1 channel stabilizes the intrinsic pacemaking and regulates the output of deep cerebellar nuclear neurons to thalamic targets.,2013,23318870,6
3180,150024,NaF,Na,369,"Ovsepian SV, Steuber V, Le Berre M, O'Hara L, O'Leary VB, Dolly JO",A defined heteromeric KV1 channel stabilizes the intrinsic pacemaking and regulates the output of deep cerebellar nuclear neurons to thalamic targets.,2013,23318870,6
3181,150024,NaP,Na,369,"Ovsepian SV, Steuber V, Le Berre M, O'Hara L, O'Leary VB, Dolly JO",A defined heteromeric KV1 channel stabilizes the intrinsic pacemaking and regulates the output of deep cerebellar nuclear neurons to thalamic targets.,2013,23318870,6
3185,150024,sKdr,K,369,"Ovsepian SV, Steuber V, Le Berre M, O'Hara L, O'Leary VB, Dolly JO",A defined heteromeric KV1 channel stabilizes the intrinsic pacemaking and regulates the output of deep cerebellar nuclear neurons to thalamic targets.,2013,23318870,6
3187,144570,kamt,K,370,"Yu Y, McTavish TS, Hines ML, Shepherd GM, Valenti C, Migliore M",Sparse distributed representation of odors in a large-scale olfactory bulb circuit.,2013,23555237,19
3188,144570,kdrmt,K,370,"Yu Y, McTavish TS, Hines ML, Shepherd GM, Valenti C, Migliore M",Sparse distributed representation of odors in a large-scale olfactory bulb circuit.,2013,23555237,19
3189,144570,nax,Na,370,"Yu Y, McTavish TS, Hines ML, Shepherd GM, Valenti C, Migliore M",Sparse distributed representation of odors in a large-scale olfactory bulb circuit.,2013,23555237,19
3191,150239,kap,K,371,"Schmidt-Hieber C, Hausser M",Cellular mechanisms of spatial navigation in the medial entorhinal cortex.,2013,23396102,117
3192,150239,kdr,K,371,"Schmidt-Hieber C, Hausser M",Cellular mechanisms of spatial navigation in the medial entorhinal cortex.,2013,23396102,117
3196,149737,iA,K,372,"Wang K, Riera J, Enjieu-Kadji H, Kawashima R",The role of extracellular conductivity profiles in compartmental models for neurons: particulars for layer 5 pyramidal cells.,2013,23607554,2
3197,149737,kslow,K,372,"Wang K, Riera J, Enjieu-Kadji H, Kawashima R",The role of extracellular conductivity profiles in compartmental models for neurons: particulars for layer 5 pyramidal cells.,2013,23607554,2
3198,149737,na,Na,372,"Wang K, Riera J, Enjieu-Kadji H, Kawashima R",The role of extracellular conductivity profiles in compartmental models for neurons: particulars for layer 5 pyramidal cells.,2013,23607554,2
3199,144589,hd,IH,373,"Berzhanskaya J, Chernyy N, Gluckman BJ, Schiff SJ, Ascoli GA",Modulation of hippocampal rhythms by subthreshold electric fields and network topology.,2013,23053863,16
3200,144589,kad,K,373,"Berzhanskaya J, Chernyy N, Gluckman BJ, Schiff SJ, Ascoli GA",Modulation of hippocampal rhythms by subthreshold electric fields and network topology.,2013,23053863,16
3201,144589,kap,K,373,"Berzhanskaya J, Chernyy N, Gluckman BJ, Schiff SJ, Ascoli GA",Modulation of hippocampal rhythms by subthreshold electric fields and network topology.,2013,23053863,16
3202,144589,kdr,K,373,"Berzhanskaya J, Chernyy N, Gluckman BJ, Schiff SJ, Ascoli GA",Modulation of hippocampal rhythms by subthreshold electric fields and network topology.,2013,23053863,16
3204,144589,nax,Na,373,"Berzhanskaya J, Chernyy N, Gluckman BJ, Schiff SJ, Ascoli GA",Modulation of hippocampal rhythms by subthreshold electric fields and network topology.,2013,23053863,16
3217,150284,kas,K,374,"Mattioni M, Le Novere N",Integration of biochemical and electrical signaling-multiscale model of the medium spiny neuron of the striatum.,2013,23843966,14
3223,150284,skkca,KCa,374,"Mattioni M, Le Novere N",Integration of biochemical and electrical signaling-multiscale model of the medium spiny neuron of the striatum.,2013,23843966,14
3224,148644,hd,IH,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3225,148644,kad,K,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3226,148644,kap,K,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3227,148644,kdr,K,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3229,148644,nax,Na,375,"Parekh R, Ascoli GA",Neuronal morphology goes digital: a research hub for cellular and system neuroscience.,2013,23522039,60
3230,149415,kamt,K,376,"Migliore M, McTavish T",Olfactory Computation in Mitral-Granule Cell Circuits.,2015,None,0
3231,149415,nax,Na,376,"Migliore M, McTavish T",Olfactory Computation in Mitral-Granule Cell Circuits.,2015,None,0
3234,153196,km,K,377,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,2012,22442566,30
3235,153196,kv,K,377,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,2012,22442566,30
3236,153196,na,Na,377,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,2012,22442566,30
3237,153196,na12,Na,377,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,2012,22442566,30
3238,153196,na16,Na,377,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,2012,22442566,30
3239,153196,ca,Ca,377,"Foutz TJ, Arlow RL, McIntyre CC",Theoretical principles underlying optical stimulation of a channelrhodopsin-2 positive pyramidal neuron.,2012,22442566,30
3241,149100,Ca_LVAst,Ca,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3242,149100,Ih,IH,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3243,149100,K_Pst,K,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3244,149100,K_Tst,K,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3245,149100,Nap_Et2,Na,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3246,149100,NaTg,Na,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3248,149100,Ca_HVA,Ca,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3249,149100,SKv3_1,K,378,"Hay E, Schurmann F, Markram H, Segev I",Preserving axosomatic spiking features despite diverse dendritic morphology.,2013,23536715,14
3251,151443,Kdr,K,379,"Balbi P, Martinoia S, Colombo R, Massobrio P",Modelling recurrent discharge in the spinal alpha-motoneuron: reappraisal of the F wave.,2014,24269615,6
3255,151443,Naf_IS,Na,379,"Balbi P, Martinoia S, Colombo R, Massobrio P",Modelling recurrent discharge in the spinal alpha-motoneuron: reappraisal of the F wave.,2014,24269615,6
3257,151443,Naf_So,Na,379,"Balbi P, Martinoia S, Colombo R, Massobrio P",Modelling recurrent discharge in the spinal alpha-motoneuron: reappraisal of the F wave.,2014,24269615,6
3258,151443,Nap,Na,379,"Balbi P, Martinoia S, Colombo R, Massobrio P",Modelling recurrent discharge in the spinal alpha-motoneuron: reappraisal of the F wave.,2014,24269615,6
3259,151443,Nap_No,Na,379,"Balbi P, Martinoia S, Colombo R, Massobrio P",Modelling recurrent discharge in the spinal alpha-motoneuron: reappraisal of the F wave.,2014,24269615,6
3260,147539,hd,IH,357,"Narayanan R, Johnston D",Long-term potentiation in rat hippocampal neurons is accompanied by spatially widespread changes in intrinsic oscillatory dynamics and excitability.,2007,18093527,131
3263,150556,Kirm,K,376,"Migliore M, McTavish T",Olfactory Computation in Mitral-Granule Cell Circuits.,2015,None,0
3264,150556,Km,K,376,"Migliore M, McTavish T",Olfactory Computation in Mitral-Granule Cell Circuits.,2015,None,0
3267,150556,Nam,Na,376,"Migliore M, McTavish T",Olfactory Computation in Mitral-Granule Cell Circuits.,2015,None,0
3269,150556,NaSm,Na,376,"Migliore M, McTavish T",Olfactory Computation in Mitral-Granule Cell Circuits.,2015,None,0
3270,149174,borgka,K,380,"Thomas EA, Petrou S",Network-specific mechanisms may explain the paradoxical effects of carbamazepine and phenytoin.,2013,23566163,11
3271,149174,cagk,KCa,380,"Thomas EA, Petrou S",Network-specific mechanisms may explain the paradoxical effects of carbamazepine and phenytoin.,2013,23566163,11
3276,149174,lca,Ca,380,"Thomas EA, Petrou S",Network-specific mechanisms may explain the paradoxical effects of carbamazepine and phenytoin.,2013,23566163,11
3279,149174,cat,Ca,380,"Thomas EA, Petrou S",Network-specific mechanisms may explain the paradoxical effects of carbamazepine and phenytoin.,2013,23566163,11
